Date,Open,High,Low,Close,Adj Close,Volume
2020-10-15,217.100006,220.360001,216.009995,219.660004,218.582993,22733100
2020-10-16,220.149994,222.289993,219.320007,219.660004,218.582993,26057900
2020-10-19,220.419998,222.300003,213.720001,214.220001,213.169662,27625800
2020-10-20,215.800003,217.369995,213.089996,214.649994,213.597534,22753500
2020-10-21,213.119995,216.919998,213.119995,214.800003,213.746826,22724900
2020-10-22,213.929993,216.059998,211.699997,214.889999,213.836365,22351500
2020-10-23,215.029999,216.279999,213.160004,216.229996,215.169800,18879600
2020-10-26,213.850006,216.339996,208.100006,210.080002,209.049957,37111600
2020-10-27,211.589996,214.669998,210.330002,213.250000,212.204422,36700300
2020-10-28,207.669998,208.839996,202.100006,202.679993,201.686234,51195600
2020-10-29,204.070007,207.360001,203.369995,204.720001,203.716232,31432600
2020-10-30,203.500000,204.289993,199.619995,202.470001,201.477280,36953700
2020-11-02,204.289993,205.279999,200.119995,202.330002,201.337952,30842200
2020-11-03,203.889999,208.119995,203.119995,206.429993,205.417847,27512000
2020-11-04,214.020004,218.320007,212.419998,216.389999,215.329010,42311800
2020-11-05,222.039993,224.119995,221.149994,223.289993,222.195190,36080100
2020-11-06,222.259995,224.360001,218.029999,223.720001,222.623077,25231900
2020-11-09,224.440002,228.119995,217.880005,218.389999,217.319214,44395000
2020-11-10,214.500000,216.500000,209.720001,211.009995,209.975388,44045100
2020-11-11,212.389999,218.039993,212.199997,216.550003,215.488235,29440800
2020-11-12,217.210007,219.110001,214.460007,215.440002,214.383682,21593900
2020-11-13,216.360001,217.419998,214.160004,216.509995,215.448425,18621100
2020-11-16,214.869995,217.740005,214.520004,217.229996,216.164902,24953300
2020-11-17,216.100006,217.679993,214.080002,214.460007,213.408493,24154100
2020-11-18,213.649994,215.169998,210.929993,211.080002,210.594971,28372800
2020-11-19,211.380005,213.029999,209.929993,212.419998,211.931885,24792700
2020-11-20,212.199997,213.289993,210.000000,210.389999,209.906555,22843100
2020-11-23,210.949997,212.289993,208.160004,210.110001,209.627197,25683500
2020-11-24,209.589996,214.250000,208.860001,213.860001,213.368576,33979700
2020-11-25,215.110001,215.289993,212.460007,213.869995,213.378555,21012900
2020-11-27,214.850006,216.270004,214.039993,215.229996,214.735428,14512200
2020-11-30,214.100006,214.759995,210.839996,214.070007,213.578094,33064800
2020-12-01,214.509995,217.320007,213.350006,216.210007,215.713181,30931300
2020-12-02,214.880005,215.470001,212.800003,215.369995,214.875107,23724500
2020-12-03,214.610001,216.380005,213.649994,214.240005,213.747711,25120900
2020-12-04,214.220001,215.380005,213.179993,214.360001,213.867432,24666000
2020-12-07,214.369995,215.539993,212.990005,214.289993,213.797577,24620000
2020-12-08,213.970001,216.949997,212.889999,216.009995,215.513626,23284100
2020-12-09,215.160004,215.229996,211.210007,211.800003,211.313309,32440600
2020-12-10,211.770004,213.080002,210.360001,210.520004,210.036255,26733300
2020-12-11,210.050003,213.320007,209.110001,213.259995,212.769943,30979400
2020-12-14,213.100006,216.210007,212.880005,214.199997,213.707794,28798400
2020-12-15,215.169998,215.419998,212.240005,214.130005,213.637955,27018100
2020-12-16,214.750000,220.110001,214.720001,219.279999,218.776123,35023300
2020-12-17,219.869995,220.889999,217.919998,219.419998,218.915802,32515800
2020-12-18,218.589996,219.690002,216.020004,218.589996,218.087708,63354900
2020-12-21,217.550003,224.000000,217.279999,222.589996,222.078506,37181900
2020-12-22,222.690002,225.630005,221.850006,223.940002,223.425415,22612200
2020-12-23,223.110001,223.559998,220.800003,221.020004,220.512131,18699600
2020-12-24,221.419998,223.610001,221.199997,222.750000,222.238144,10550600
2020-12-28,224.449997,226.029999,223.020004,224.960007,224.443069,17933500
2020-12-29,226.309998,227.179993,223.580002,224.149994,223.634918,17403200
2020-12-30,225.229996,225.630005,221.470001,221.679993,221.170593,20272300
2020-12-31,221.699997,223.000000,219.679993,222.419998,221.908905,20942100
2021-01-04,222.529999,223.000000,214.809998,217.690002,217.189774,37130100
2021-01-05,217.259995,218.520004,215.699997,217.899994,217.399292,23823000
2021-01-06,212.169998,216.490005,211.940002,212.250000,211.762268,35930700
2021-01-07,214.039993,219.339996,213.710007,218.289993,217.788391,27694500
2021-01-08,218.679993,220.580002,217.029999,219.619995,219.115341,22956200
2021-01-11,218.470001,218.910004,216.729996,217.490005,216.990234,23047000
2021-01-12,216.500000,217.100006,213.320007,214.929993,214.436111,23249300
2021-01-13,214.020004,216.759995,213.929993,216.339996,215.842880,20087100
2021-01-14,215.910004,217.460007,212.740005,213.020004,212.530518,29480800
2021-01-15,213.520004,214.509995,212.029999,212.649994,212.161346,31746500
2021-01-19,213.750000,216.979996,212.630005,216.440002,215.942642,30480900
2021-01-20,217.699997,225.789993,217.289993,224.339996,223.824493,37777300
2021-01-21,224.699997,226.300003,222.419998,224.970001,224.453049,30749600
2021-01-22,227.080002,230.070007,225.800003,225.949997,225.430786,30172700
2021-01-25,229.119995,229.779999,224.220001,229.529999,229.002563,33152100
2021-01-26,231.860001,234.179993,230.080002,232.330002,231.796143,49169600
2021-01-27,238.000000,240.440002,230.139999,232.899994,232.364822,69870600
2021-01-28,235.610001,242.639999,235.089996,238.929993,238.380966,49111200
2021-01-29,235.990005,238.020004,231.350006,231.960007,231.426987,42468900
2021-02-01,235.059998,242.500000,232.429993,239.649994,239.099304,33314200
2021-02-02,241.300003,242.309998,238.690002,239.509995,238.959625,25916300
2021-02-03,239.570007,245.089996,239.259995,243.000000,242.441620,27158100
2021-02-04,242.660004,243.240005,240.369995,242.009995,241.453888,25296100
2021-02-05,242.229996,243.279999,240.419998,242.199997,241.643448,18043900
2021-02-08,243.149994,243.679993,240.809998,242.470001,241.912842,22211900
2021-02-09,241.869995,244.759995,241.380005,243.770004,243.209854,23565000
2021-02-10,245.000000,245.919998,240.889999,242.820007,242.262039,22186700
2021-02-11,244.779999,245.149994,242.149994,244.490005,243.928192,15742200
2021-02-12,243.929993,245.300003,242.729996,244.990005,244.427048,16552000
2021-02-16,245.029999,246.130005,242.919998,243.699997,243.139999,26728500
2021-02-17,241.320007,244.309998,240.940002,244.199997,244.199997,21653500
2021-02-18,241.800003,243.929993,240.860001,243.789993,243.789993,16925600
2021-02-19,243.750000,243.860001,240.179993,240.970001,240.970001,25262600
2021-02-22,237.419998,237.929993,232.399994,234.509995,234.509995,36446900
2021-02-23,230.330002,234.830002,228.729996,233.270004,233.270004,30228700
2021-02-24,230.009995,235.199997,229.000000,234.550003,234.550003,26339700
2021-02-25,232.080002,234.589996,227.880005,228.990005,228.990005,39542200
2021-02-26,231.529999,235.369995,229.539993,232.380005,232.380005,37811200
2021-03-01,235.899994,237.470001,233.149994,236.940002,236.940002,25324000
2021-03-02,237.009995,237.300003,233.449997,233.869995,233.869995,22785500
2021-03-03,232.160004,233.580002,227.259995,227.559998,227.559998,33950400
2021-03-04,226.740005,232.490005,224.259995,226.729996,226.729996,44584200
2021-03-05,229.520004,233.270004,226.460007,231.600006,231.600006,41842100
2021-03-08,231.369995,233.369995,227.130005,227.389999,227.389999,35245900
2021-03-09,232.880005,235.380005,231.669998,233.779999,233.779999,33034000
2021-03-10,237.000000,237.000000,232.039993,232.419998,232.419998,29733000
2021-03-11,234.960007,239.169998,234.309998,237.130005,237.130005,29896000
2021-03-12,234.009995,235.820007,233.229996,235.750000,235.750000,22647900
2021-03-15,234.960007,235.190002,231.809998,234.809998,234.809998,26034900
2021-03-16,236.279999,240.059998,235.940002,237.710007,237.710007,27717700
2021-03-17,236.149994,238.550003,233.229996,237.039993,237.039993,29500700
2021-03-18,232.559998,234.190002,230.330002,230.720001,230.720001,34833000
2021-03-19,231.020004,232.470001,229.350006,230.350006,230.350006,46410700
2021-03-22,230.270004,236.899994,230.139999,235.990005,235.990005,30127000
2021-03-23,237.490005,241.050003,237.070007,237.580002,237.580002,31638400
2021-03-24,237.850006,238.000000,235.320007,235.460007,235.460007,25620100
2021-03-25,235.300003,236.940002,231.570007,232.339996,232.339996,34061900
2021-03-26,231.550003,236.710007,231.550003,236.479996,236.479996,25471700
2021-03-29,236.589996,236.800003,231.880005,235.240005,235.240005,25227500
2021-03-30,233.529999,233.850006,231.100006,231.850006,231.850006,24792000
2021-03-31,232.910004,239.100006,232.389999,235.770004,235.770004,43623500
2021-04-01,238.470001,242.839996,238.050003,242.350006,242.350006,30312000
2021-04-05,242.759995,249.960007,242.699997,249.070007,249.070007,36910600
2021-04-06,247.610001,249.399994,246.880005,247.860001,247.860001,22931900
2021-04-07,247.809998,250.929993,247.190002,249.899994,249.899994,22719800
2021-04-08,252.770004,254.139999,252.000000,253.250000,253.250000,23625200
2021-04-09,252.869995,255.990005,252.440002,255.850006,255.850006,24315700
2021-04-12,254.710007,257.670013,254.619995,255.910004,255.910004,27148700
2021-04-13,257.260010,259.190002,256.829987,258.489990,258.489990,23837500
2021-04-14,257.480011,258.829987,255.160004,255.589996,255.589996,23070900
2021-04-15,257.929993,259.929993,257.730011,259.500000,259.500000,25627500
2021-04-16,259.470001,261.000000,257.600006,260.739990,260.739990,24856900
2021-04-19,260.190002,261.480011,257.820007,258.739990,258.739990,23209300
2021-04-20,257.820007,260.200012,256.839996,258.260010,258.260010,19722900
2021-04-21,258.940002,260.679993,257.250000,260.579987,260.579987,24030400
2021-04-22,260.209991,261.779999,255.639999,257.170013,257.170013,25606200
2021-04-23,257.880005,261.510010,257.269989,261.149994,261.149994,21462600
2021-04-26,261.660004,262.440002,260.170013,261.549988,261.549988,19682100
