Date,Open,High,Low,Close,Adj Close,Volume
2020-10-15,19.680000,20.180000,19.549999,20.139999,20.139999,4278900
2020-10-16,20.180000,20.586000,20.059999,20.320000,20.320000,3823200
2020-10-19,20.549999,20.700001,19.851999,19.889999,19.889999,3649600
2020-10-20,20.000000,20.129999,19.650000,19.780001,19.780001,3035600
2020-10-21,19.969999,20.165001,19.780001,19.980000,19.980000,3303900
2020-10-22,19.940001,20.230000,19.754999,20.200001,20.200001,3587000
2020-10-23,20.190001,20.190001,19.549999,19.719999,19.719999,3109200
2020-10-26,19.600000,19.850000,19.000000,19.125000,19.125000,3486500
2020-10-27,19.280001,19.420000,19.010000,19.030001,19.030001,3289600
2020-10-28,18.860001,18.860001,18.360001,18.610001,18.610001,3637000
2020-10-29,18.730000,18.976000,18.580000,18.750000,18.750000,3124200
2020-10-30,18.500000,18.552000,17.712000,18.260000,18.260000,7509400
2020-11-02,18.330000,18.332001,17.655001,17.969999,17.969999,7164600
2020-11-03,18.080000,18.379999,18.030001,18.200001,18.200001,5379600
2020-11-04,18.600000,18.990000,18.450001,18.549999,18.549999,8441700
2020-11-05,19.000000,20.180000,18.940001,20.120001,20.120001,12253800
2020-11-06,19.440001,19.799999,18.969999,19.145000,19.145000,8683400
2020-11-09,19.490000,20.080000,18.750000,18.750000,18.750000,9305300
2020-11-10,18.670000,18.670000,18.010000,18.469999,18.469999,8121300
2020-11-11,18.670000,18.940001,18.629999,18.820000,18.820000,5119900
2020-11-12,18.629999,18.980000,18.620001,18.770000,18.770000,6102400
2020-11-13,18.870001,19.200001,18.750000,19.059999,19.059999,5595600
2020-11-16,19.100000,19.160000,18.580000,18.690001,18.690001,7813700
2020-11-17,18.600000,18.700001,18.340000,18.549999,18.549999,8302100
2020-11-18,18.629999,18.760000,18.424999,18.430000,18.430000,4715000
2020-11-19,18.407000,18.962999,18.340000,18.920000,18.920000,7755300
2020-11-20,18.840000,19.225000,18.750000,19.030001,19.030001,5297600
2020-11-23,19.100000,19.209999,18.745001,19.120001,19.120001,4784400
2020-11-24,19.086000,19.150000,18.410000,18.450001,18.450001,8064700
2020-11-25,18.610001,19.150000,18.375000,19.110001,19.110001,6544800
2020-11-27,19.629999,19.937000,19.190001,19.540001,19.540001,5179500
2020-11-30,19.940001,19.990000,19.610001,19.969999,19.969999,10419700
2020-12-01,20.184999,20.219999,19.843000,20.170000,20.170000,6789200
2020-12-02,20.000000,20.215000,19.790001,20.110001,20.110001,6000100
2020-12-03,20.270000,20.575001,20.165001,20.230000,20.230000,9269700
2020-12-04,20.450001,20.459999,20.180000,20.350000,20.350000,7450200
2020-12-07,20.483000,20.740000,20.405001,20.500000,20.500000,6187500
2020-12-08,20.420000,21.600000,20.420000,21.590000,21.590000,10420400
2020-12-09,21.510000,21.530001,20.820000,21.260000,21.260000,8471200
2020-12-10,20.809999,21.325001,20.790001,21.240000,21.240000,8195700
2020-12-11,21.160000,22.500000,21.059999,22.490000,22.490000,15773400
2020-12-14,24.030001,24.135000,23.180000,23.320000,23.320000,18955400
2020-12-15,23.459999,23.940001,22.610001,23.120001,23.120001,11132200
2020-12-16,23.160000,24.059999,23.150000,23.520000,23.520000,8083000
2020-12-17,23.760000,24.170000,23.709999,23.889999,23.889999,6007400
2020-12-18,23.950001,24.080000,23.535000,23.680000,23.680000,7270200
