Date,Open,High,Low,Close,Adj Close,Volume
2020-10-15,17.260000,17.469999,17.167999,17.309999,17.309999,1188600
2020-10-16,17.340000,17.549999,17.180000,17.209999,17.209999,1036400
2020-10-19,17.280001,17.459999,16.490000,16.510000,16.510000,1767800
2020-10-20,16.580000,16.690001,16.020000,16.090000,16.090000,2786900
2020-10-21,16.160000,16.600000,15.840000,16.430000,16.430000,2339300
2020-10-22,16.299999,16.709999,16.080000,16.540001,16.540001,1302800
2020-10-23,16.629999,16.629999,16.340000,16.500000,16.500000,1928300
2020-10-26,16.379999,16.510000,15.950000,16.180000,16.180000,2214000
2020-10-27,16.299999,16.490000,16.100000,16.200001,16.200001,1108800
2020-10-28,16.020000,16.280001,15.650000,16.070000,16.070000,2612500
2020-10-29,16.160000,16.270000,15.859000,16.070000,16.070000,1385500
2020-10-30,16.000000,16.040001,15.405000,15.500000,15.500000,1513800
2020-11-02,15.500000,15.575000,15.075000,15.360000,15.360000,1230900
2020-11-03,15.500000,16.010000,15.430000,15.900000,15.900000,1700000
2020-11-04,16.080000,16.635000,16.049999,16.299999,16.299999,1459700
2020-11-05,16.559999,17.090000,16.520000,17.059999,17.059999,1349100
2020-11-06,17.020000,17.100000,16.600000,16.920000,16.920000,929200
2020-11-09,17.040001,17.620001,16.760000,16.930000,16.930000,1853600
2020-11-10,17.010000,17.100000,16.110001,16.400000,16.400000,1868100
2020-11-11,16.510000,16.870001,16.410000,16.629999,16.629999,1391600
2020-11-12,16.770000,17.030001,16.610001,16.709999,16.709999,1090500
2020-11-13,16.760000,17.299999,16.690001,17.150000,17.150000,1582400
2020-11-16,17.200001,17.370001,16.950001,17.129999,17.129999,1819100
2020-11-17,17.180000,17.580000,17.031000,17.510000,17.510000,1337200
2020-11-18,17.549999,17.700001,17.270000,17.270000,17.270000,1043900
2020-11-19,17.150000,17.735001,17.129999,17.540001,17.540001,945100
2020-11-20,17.500000,17.679001,17.445000,17.600000,17.600000,1105100
2020-11-23,17.670000,17.700001,17.385000,17.440001,17.440001,1009700
2020-11-24,17.500000,17.600000,17.280001,17.600000,17.600000,1283900
2020-11-25,17.730000,18.230000,17.490000,18.150000,18.150000,1585000
2020-11-27,18.480000,18.590000,17.920000,18.459999,18.459999,1313100
2020-11-30,18.700001,18.962999,18.330000,18.690001,18.690001,3234600
2020-12-01,18.790001,18.910000,18.424999,18.540001,18.540001,3320300
2020-12-02,16.920000,17.740000,16.700001,16.910000,16.910000,6203700
2020-12-03,17.000000,17.190001,16.620001,16.850000,16.850000,4598900
2020-12-04,16.840000,17.290001,16.820000,16.930000,16.930000,2581300
2020-12-07,17.000000,17.389999,17.000000,17.200001,17.200001,2318700
2020-12-08,17.250000,17.569000,17.170000,17.430000,17.430000,2000300
2020-12-09,17.389999,17.540001,17.110001,17.219999,17.219999,1502300
